Text,Language,text_length,text_length_log
സാർവത്രികമായി അംഗീകരിക്കപ്പെട്ടിരിക്കുന്ന കാര്യങ്ങൾക്കോ മറ്റുള്ളവർക്ക് അധികം സംശയമില്ലാത്ത കാര്യങ്ങൾക്കോ ഇപ്രകാരം റഫറൻസുകൾ ചേർക്കണം എന്നു നിർബന്ധമില്ല.,Malayalam,151,5.0238805208462765
ഒട്ടുമിക്ക ലേഖനങ്ങളിലും പ്രധാന റഫറൻസ് ദിനപത്രങ്ങളാണ്.,Malayalam,53,3.9889840465642745
അതായത് ഏതെങ്കിലും വിഷയത്തെപ്പറ്റി ലേഖനമെഴുതാനുദ്ദേശിക്കുന്ന വിക്കിപീഡിയൻ അതുമായി ബന്ധപ്പെട്ട പത്രവാർത്തകളും ലേഖനങ്ങളും സേർച്ച് ചെയ്തെടുക്കുന്നു.,Malayalam,144,4.976733742420574
ഓൺ‌ലൈൻ ആക്റ്റിവിസത്തിന്റെ ഇക്കാലത്ത് അനായാസമായ ഈ സൗകര്യം പക്ഷേ മലയാളത്തിൽ ശൈശവാവസ്ഥയിലാണ്.,Malayalam,90,4.51085950651685
ഓൺലൈൻ തിരയിലിലൂടെ റഫറൻസുകൾ കണ്ടെത്തുക എന്നത് മലയാളഭാഷയിൽ ബുദ്ധിമുട്ടാണെന്നകാര്യം ഏവർക്കുമറിവുള്ളതാണല്ലോ.,Malayalam,104,4.653960350157523
കാരണം നമ്മുടെ പത്രങ്ങൾ ഒക്കെ ഇപ്പോഴും യൂണികോഡ് ഫോണ്ട് ഉപയോഗിക്കാൻ തുടങ്ങിയിട്ടില്ല എന്നതാണ്.,Malayalam,92,4.532599493153256
കേരളത്തിനുള്ളിൽ നിന്നും പ്രവർത്തിക്കുന്ന വിക്കിപീഡിയർ ഏറെയുണ്ടാകുന്നതുകൊണ്ടുള്ള മറ്റൊരു സുപ്രധാനനേട്ടവും ഈ റഫറൻസുകളുമായി ബന്ധപ്പെട്ടിരിക്കുന്നു.,Malayalam,144,4.976733742420574
കേരള ചരിത്രത്തെപ്പറ്റിയും സംസ്കാരത്തെപ്പറ്റിയുമൊക്കെയുള്ള ഗ്രന്ഥങ്ങളും ലേഖനങ്ങളും എളുപ്പത്തിൽ കണ്ടെത്താം എന്നതിനാൽ കേരളത്തിലുള്ളവർക്ക് ആധികാരിക രേഖകൾ അടിസ്ഥാനമാക്കി ലേഖനങ്ങളെഴുതുക കൂടുതൽ സൗകര്യപ്രദമാണ്.,Malayalam,202,5.313205979041787
മലയാളം വിക്കിപീഡിയ കേരളത്തിനുള്ളിൽ നിന്നും കൂടുതൽ പ്രവർത്തകരെ സ്വാഗതം ചെയ്യുന്നതും ഇക്കാരണം കൊണ്ടാണ്.,Malayalam,101,4.624972813284271
വിക്കിപീഡിയയിലെ ഒരു ലേഖനത്തിനും കൃത്യമായൊരു രചയിതാവില്ല.,Malayalam,56,4.04305126783455
അതായത്‌ ഒരു ലേഖനത്തിനു പിന്നിൽ പ്രവർത്തിച്ചവർ പലരുണ്ടാവും.അവരുടെ കാഴ്ചപ്പാടുകളും വ്യത്യസ്തമാവും.,Malayalam,96,4.574710978503383
"അതുകൊണ്ടുതന്നെ, എല്ലാവർക്കും ഒരു പോലെ യോജിക്കാനാവുന്ന ഒരു മധ്യമാ‍ർഗത്തിനേ വിക്കിയിലെ ലേഖനങ്ങളിൽ നിലനിൽപ്പുണ്ടാവൂ.",Malayalam,113,4.736198448394496
"അതായത്‌ വിക്കി വളരെ സ്വാഭാവികമായി തന്നെ നിഷ്പക്ഷത
ഉറപ്പാക്കുന്നു.",Malayalam,65,4.189654742026425
"കാശ്മീർ, സിന്ധൂനദീതടസംസ്കാരം, ഇസ്രായേൽ-പാലസ്തീൻ എന്നിങ്ങനെയുള്ള ഏറ്റവും കുഴഞ്ഞുമറിഞ്ഞ പ്രശ്നങ്ങളിൽ പോലും ഏറ്റവും നിഷ്പക്ഷമായ സമീപനത്തിന് പേരുകേട്ടതാണ് വിക്കിപീഡിയ.",Malayalam,163,5.099866427824199
വിക്കിപീഡിയയിലെ വിവരണം മാത്രമേ ഏതു പ്രശ്നത്തിന്റേയും രണ്ടു വശങ്ങളും ഒരുപോലെ വിവരിക്കുന്നുള്ളൂ എന്നു വിശ്വസിക്കുന്നവരിപ്പോൾ ഏറി വരികയാണ്.,Malayalam,136,4.919980925828125
ഇങ്ങനെ അനേകം പേരുടെ കൂട്ടായ്മയിൽ നിന്നാണ് ഓരോ ലേഖനങ്ങളുടേയും ആധികാരികത ഉറപ്പാക്കപ്പെടുന്നത്‌.,Malayalam,93,4.543294782270004
മറ്റൊരു രീതിയിൽ പറഞ്ഞാൽ തെറ്റെഴുതിയാൽ തിരുത്താനും ആളുണ്ടെന്നർഥം.,Malayalam,64,4.174387269895637
"എല്ലാ ലേഖകരും, എല്ലാ വിവരസ്രോതസ്സുകളും വസ്തുതകളോട് പക്ഷപാതിത്വം ഉള്ളവരായിരിക്കും അതുകൊണ്ടുതന്നെ വലിയൊരു ലേഖകസംഘം തങ്ങളുടെ കാഴ്ചപ്പാടുകൾ സ്രോതസ്സുകളുടെ പിൻബലത്തോടെ ഒരു ലേഖനത്തിൽ അവതരിപ്പിക്കുമ്പോൾ ലേഖനത്തിന് സ്വതന്ത്രമായ ഒരു നിഷ്പക്ഷത ലഭിക്കേണ്ടതാണ്.",Malayalam,249,5.521460917862246
ഇത്തരത്തിൽ ചേരുന്നതും ചേരാത്തതുമായ വിവിധ കാഴ്ചപ്പാടുകളെ ഒരുമിച്ച് കൈകാര്യം ചെയ്യുന്നതിനെ സന്തുലിതമായ കാഴ്ചപ്പാട് എന്നാണ് വിക്കിപീഡിയ സ്വയം വിളിക്കുന്നത്.,Malayalam,153,5.0369526024136295
"ഇനി ഒരാൾക്ക് തന്റെ കാഴ്ചപ്പാട് വിക്കിപീഡിയയിൽ ഇല്ല എന്നു തോന്നിയെന്നിരിക്കട്ടെ, അയാൾക്ക് അത് സ്വയം സ്രോതസ്സിന്റെ പിൻബലത്തോടെ വിക്കിപീഡിയയിൽ ചേർക്കാവുന്നതാണ്.",Malayalam,157,5.062595033026967
"ചിലർക്ക് നല്ലതെന്ന് തോന്നുന്ന കാര്യങ്ങൾ മറ്റു ചിലർക്ക് അത് ചീത്തയായി അനുഭവപ്പെട്ടേക്കാം, അതുകൊണ്ട് വിവരങ്ങളെ വസ്തുതകൾ ആക്കി ചേർക്കാനാണ് വിക്കിപീഡിയ ആഗ്രഹിക്കുന്നത്.",Malayalam,164,5.10594547390058
ഉദാഹരണത്തിന് ജോർജ്ജ്.,Malayalam,21,3.091042453358316
ഡബ്ല്യു.,Malayalam,8,2.1972245773362196
ബുഷ്.,Malayalam,5,1.791759469228055
നല്ലവനാണോ ചീത്തയാണോ എന്ന് വിക്കിപീഡിയയിൽ നിന്ന് അറിയാൻ കഴിയില്ല.,Malayalam,64,4.174387269895637
പക്ഷേ അദ്ദേഹത്തിന്റെ ജനനം മുതലുള്ള എല്ലാ പ്രധാന കാര്യങ്ങളും വിക്കിപീഡിയയിൽ ഉണ്ടാവും.,Malayalam,84,4.442651256490317
നിരൂപണങ്ങൾ വിക്കിപീഡിയയിൽ ഉണ്ടാവില്ലെന്നർത്ഥം.,Malayalam,46,3.8501476017100584
വിക്കിപീഡിയയുടെ വെബ് വിലാസത്തിന്റെ ആദ്യതാളിൽ വരാനുള്ള ലേഖനങ്ങളാണ് തിരഞ്ഞെടുത്ത ലേഖനങ്ങൾ.,Malayalam,88,4.48863636973214
